Time Period,SGD
2014-01-18,0.0451
2014-01-17,0.0451
2014-01-16,0.0356
2014-01-15,0.0381
2014-01-14,0.0403
2014-01-13,0.0541
2014-01-12,0.0399
2014-01-11,0.0399
2014-01-10,0.0399
2014-01-09,0.0290
2014-01-08,0.0390
2014-01-07,0.0358
2014-01-06,0.0370
2014-01-05,0.0259
2014-01-04,0.0259
2014-01-03,0.0259
2014-01-02,0.0446
2014-01-01,0.0698
2013-12-31,0.0698
2013-12-30,0.0217
2013-12-29,0.0311
2013-12-28,0.0311
2013-12-27,0.0311
2013-12-26,0.0264
2013-12-25,0.0949
2013-12-24,0.0949
2013-12-23,0.0965
2013-12-22,0.0784
2013-12-21,0.0784
2013-12-20,0.0784
2013-12-19,0.0497
2013-12-18,0.0511
2013-12-17,0.0371
2013-12-16,0.0326
2013-12-15,0.0331
2013-12-14,0.0331
2013-12-13,0.0331
2013-12-12,0.0180
2013-12-11,0.0433
2013-12-10,0.0254
2013-12-09,0.0314
2013-12-08,0.0384
2013-12-07,0.0384
2013-12-06,0.0384
2013-12-05,0.0700
2013-12-04,0.0973
2013-12-03,0.0757
2013-12-02,0.0333
2013-12-01,0.0466
2013-11-30,0.0466
2013-11-29,0.0466
2013-11-28,0.0327
2013-11-27,0.0164
2013-11-26,0.0423
2013-11-25,0.0425
2013-11-24,0.0388
2013-11-23,0.0388
2013-11-22,0.0388
2013-11-21,0.0299
2013-11-20,0.0944
2013-11-19,0.1083
2013-11-18,0.0833
2013-11-17,0.0375
2013-11-16,0.0375
2013-11-15,0.0375
2013-11-14,0.1015
2013-11-13,0.3913
2013-11-12,0.1887
2013-11-11,0.0736
2013-11-10,0.0441
2013-11-09,0.0441
2013-11-08,0.0441
2013-11-07,0.0245
2013-11-06,0.0171
2013-11-05,0.0250
2013-11-04,0.0367
2013-11-03,0.0292
2013-11-02,0.0292
2013-11-01,0.0292
2013-10-31,0.0318
2013-10-30,0.0357
2013-10-29,0.0516
2013-10-28,0.0479
2013-10-27,0.0295
2013-10-26,0.0295
2013-10-25,0.0295
2013-10-24,0.0294
2013-10-23,0.0299
2013-10-22,0.0293
2013-10-21,0.0275
2013-10-20,0.0703
2013-10-19,0.0703
2013-10-18,0.0703
2013-10-17,0.0711
2013-10-16,0.0599
2013-10-15,0.1924
2013-10-14,0.1924
2013-10-13,0.1284
2013-10-12,0.1284
2013-10-11,0.1284
2013-10-10,0.1224
2013-10-09,0.0823
2013-10-08,0.0831
2013-10-07,0.1475
2013-10-06,0.1221
2013-10-05,0.1221
2013-10-04,0.1221
2013-10-03,0.0825
2013-10-02,0.0558
2013-10-01,0.0228
2013-09-30,0.0522
2013-09-29,0.0236
2013-09-28,0.0236
2013-09-27,0.0236
2013-09-26,0.0245
2013-09-25,0.0229
2013-09-24,0.0174
2013-09-23,0.0292
2013-09-22,0.0250
2013-09-21,0.0250
2013-09-20,0.0250
2013-09-19,0.0300
2013-09-18,0.0263
2013-09-17,0.0342
2013-09-16,0.0230
2013-09-15,0.0415
2013-09-14,0.0415
2013-09-13,0.0415
2013-09-12,0.0265
2013-09-11,0.0372
2013-09-10,0.0269
2013-09-09,0.0340
2013-09-08,0.0175
2013-09-07,0.0175
2013-09-06,0.0175
2013-09-05,0.0218
2013-09-04,0.0435
2013-09-03,0.0348
2013-09-02,0.0376
2013-09-01,0.0308
2013-08-31,0.0308
2013-08-30,0.0308
2013-08-29,0.0455
2013-08-28,0.0558
2013-08-27,0.0358
2013-08-26,0.0418
2013-08-25,0.0649
2013-08-24,0.0649
2013-08-23,0.0649
2013-08-22,0.0657
2013-08-21,0.0730
2013-08-20,0.0353
2013-08-19,0.0307
2013-08-18,0.0401
2013-08-17,0.0401
2013-08-16,0.0401
2013-08-15,0.0485
2013-08-14,0.0341
2013-08-13,0.0265
2013-08-12,0.0505
2013-08-11,0.0498
2013-08-10,0.0498
2013-08-09,0.0498
2013-08-08,0.0498
2013-08-07,0.0498
2013-08-06,0.0504
2013-08-05,0.0319
2013-08-04,0.0291
2013-08-03,0.0291
2013-08-02,0.0291
2013-08-01,0.0315
2013-07-31,0.0522
2013-07-30,0.0533
2013-07-29,0.0774
2013-07-28,0.0423
2013-07-27,0.0423
2013-07-26,0.0423
2013-07-25,0.0414
2013-07-24,0.0718
2013-07-23,0.0436
2013-07-22,0.0373
2013-07-21,0.0434
2013-07-20,0.0434
2013-07-19,0.0434
2013-07-18,0.0372
2013-07-17,0.0251
2013-07-16,0.0400
2013-07-15,0.0351
2013-07-14,0.0443
2013-07-13,0.0443
2013-07-12,0.0443
2013-07-11,0.0354
2013-07-10,0.0209
2013-07-09,0.0361
2013-07-08,0.0251
2013-07-07,0.0358
2013-07-06,0.0358
2013-07-05,0.0358
2013-07-04,0.0633
2013-07-03,0.0698
2013-07-02,0.0638
2013-07-01,0.0646
2013-06-30,0.0478
2013-06-29,0.0478
2013-06-28,0.0478
2013-06-27,0.0526
2013-06-26,0.0476
2013-06-25,0.0483
2013-06-24,0.0616
2013-06-23,0.0632
2013-06-22,0.0632
2013-06-21,0.0632
2013-06-20,0.0549
2013-06-19,0.0427
2013-06-18,0.0330
2013-06-17,0.0292
2013-06-16,0.0300
2013-06-15,0.0300
2013-06-14,0.0300
2013-06-13,0.0355
2013-06-12,0.0273
2013-06-11,0.0291
2013-06-10,0.0177
2013-06-09,0.0180
2013-06-08,0.0180
2013-06-07,0.0180
2013-06-06,0.0211
2013-06-05,0.0435
2013-06-04,0.0394
2013-06-03,0.0341
2013-06-02,0.0537
2013-06-01,0.0537
2013-05-31,0.0537
2013-05-30,0.0761
2013-05-29,0.0588
2013-05-28,0.0564
2013-05-27,0.0694
2013-05-26,0.1355
2013-05-25,0.1355
2013-05-24,0.1355
2013-05-23,0.1355
2013-05-22,0.0965
2013-05-21,0.1007
2013-05-20,0.0695
2013-05-19,0.0575
2013-05-18,0.0575
2013-05-17,0.0575
2013-05-16,0.0340
2013-05-15,0.0268
2013-05-14,0.0262
2013-05-13,0.0273
2013-05-12,0.0244
2013-05-11,0.0244
2013-05-10,0.0244
2013-05-09,0.0334
2013-05-08,0.0387
2013-05-07,0.0355
2013-05-06,0.0766
2013-05-05,0.0881
2013-05-04,0.0881
2013-05-03,0.0881
2013-05-02,0.0804
2013-05-01,0.1010
2013-04-30,0.1010
2013-04-29,0.0763
2013-04-28,0.0483
2013-04-27,0.0483
2013-04-26,0.0483
2013-04-25,0.0373
2013-04-24,0.0336
2013-04-23,0.0264
2013-04-22,0.0322
2013-04-21,0.0364
2013-04-20,0.0364
2013-04-19,0.0364
2013-04-18,0.0449
2013-04-17,0.0637
2013-04-16,0.0316
2013-04-15,0.0278
2013-04-14,0.0392
2013-04-13,0.0392
2013-04-12,0.0392
2013-04-11,0.0489
2013-04-10,0.0615
2013-04-09,0.0320
2013-04-08,0.0222
2013-04-07,0.0297
2013-04-06,0.0297
2013-04-05,0.0297
2013-04-04,0.0213
2013-04-03,0.0194
2013-04-02,0.0321
2013-04-01,0.0224
2013-03-31,0.0334
2013-03-30,0.0334
2013-03-29,0.0334
2013-03-28,0.0334
2013-03-27,0.0187
2013-03-26,0.0315
2013-03-25,0.0439
2013-03-24,0.1109
2013-03-23,0.1109
2013-03-22,0.1109
2013-03-21,0.0628
2013-03-20,0.0986
2013-03-19,0.0860
2013-03-18,0.0398
2013-03-17,0.0390
2013-03-16,0.0390
2013-03-15,0.0390
2013-03-14,0.0190
2013-03-13,0.0228
2013-03-12,0.0346
2013-03-11,0.0360
2013-03-10,0.0281
2013-03-09,0.0281
2013-03-08,0.0281
2013-03-07,0.0244
2013-03-06,0.0504
2013-03-05,0.0409
2013-03-04,0.0501
2013-03-03,0.0659
2013-03-02,0.0659
2013-03-01,0.0659
2013-02-28,0.0657
2013-02-27,0.0546
2013-02-26,0.0391
2013-02-25,0.0306
2013-02-24,0.0414
2013-02-23,0.0414
2013-02-22,0.0414
2013-02-21,0.0406
2013-02-20,0.0197
2013-02-19,0.0396
2013-02-18,0.0423
2013-02-17,0.0991
2013-02-16,0.0991
2013-02-15,0.0991
2013-02-14,0.0921
2013-02-13,0.0793
2013-02-12,0.0767
2013-02-11,0.0767
2013-02-10,0.0767
2013-02-09,0.0767
2013-02-08,0.0767
2013-02-07,0.0317
2013-02-06,0.0226
2013-02-05,0.0266
2013-02-04,0.0712
2013-02-03,0.0589
2013-02-02,0.0589
2013-02-01,0.0589
2013-01-31,0.0715
2013-01-30,0.0503
2013-01-29,0.0511
2013-01-28,0.0442
2013-01-27,0.0365
2013-01-26,0.0365
2013-01-25,0.0365
2013-01-24,0.0629
2013-01-23,0.1034
2013-01-22,0.0605
2013-01-21,0.0567
2013-01-20,0.0517
2013-01-19,0.0517
2013-01-18,0.0517
2013-01-17,0.0255
2013-01-16,0.0266
2013-01-15,0.0274
2013-01-14,0.0235
2013-01-13,0.0224
2013-01-12,0.0224
2013-01-11,0.0224
2013-01-10,0.0247
2013-01-09,0.0202
2013-01-08,0.0327
2013-01-07,0.0285
2013-01-06,0.0228
2013-01-05,0.0228
2013-01-04,0.0228
2013-01-03,0.0194
2013-01-02,0.0189
2013-01-01,0.0380
2012-12-31,0.0380
2012-12-30,0.0637
2012-12-29,0.0637
2012-12-28,0.0637
2012-12-27,0.0991
2012-12-26,0.1099
2012-12-25,0.0550
2012-12-24,0.0550
2012-12-23,0.0359
2012-12-22,0.0359
2012-12-21,0.0359
2012-12-20,0.0196
2012-12-19,0.0560
2012-12-18,0.0743
2012-12-17,0.1101
2012-12-16,0.0441
2012-12-15,0.0441
2012-12-14,0.0441
2012-12-13,0.0283
2012-12-12,0.0306
2012-12-11,0.0201
2012-12-10,0.0253
2012-12-09,0.0247
2012-12-08,0.0247
2012-12-07,0.0247
2012-12-06,0.0314
2012-12-05,0.0532
2012-12-04,0.1174
2012-12-03,0.0957
2012-12-02,0.0981
2012-12-01,0.0981
2012-11-30,0.0981
2012-11-29,0.0620
2012-11-28,0.0502
2012-11-27,0.0528
2012-11-26,0.0492
2012-11-25,0.0329
2012-11-24,0.0329
2012-11-23,0.0329
2012-11-22,0.0256
2012-11-21,0.0283
2012-11-20,0.0406
2012-11-19,0.0455
2012-11-18,0.1301
2012-11-17,0.1301
2012-11-16,0.1301
2012-11-15,0.1786
2012-11-14,0.0963
2012-11-13,0.0312
2012-11-12,0.0312
2012-11-11,0.0421
2012-11-10,0.0421
2012-11-09,0.0421
2012-11-08,0.0282
2012-11-07,0.0238
2012-11-06,0.0269
2012-11-05,0.0415
2012-11-04,0.0642
2012-11-03,0.0642
2012-11-02,0.0642
2012-11-01,0.0235
2012-10-31,0.0666
2012-10-30,0.0489
2012-10-29,0.0943
2012-10-28,0.1739
2012-10-27,0.1739
2012-10-26,0.1739
2012-10-25,0.1739
2012-10-24,0.1364
2012-10-23,0.0880
2012-10-22,0.0608
2012-10-21,0.0320
2012-10-20,0.0320
2012-10-19,0.0320
2012-10-18,0.0522
2012-10-17,0.0704
2012-10-16,0.0452
2012-10-15,0.0301
2012-10-14,0.0279
2012-10-13,0.0279
2012-10-12,0.0279
2012-10-11,0.0310
2012-10-10,0.0339
2012-10-09,0.0247
2012-10-08,0.0313
2012-10-07,0.0159
2012-10-06,0.0159
2012-10-05,0.0159
2012-10-04,0.0246
2012-10-03,0.0198
2012-10-02,0.0834
2012-10-01,0.2163
2012-09-30,0.2963
2012-09-29,0.2963
2012-09-28,0.2963
2012-09-27,0.2697
2012-09-26,0.1795
2012-09-25,0.1750
2012-09-24,0.1103
2012-09-23,0.0590
2012-09-22,0.0590
2012-09-21,0.0590
2012-09-20,0.0550
2012-09-19,0.0558
2012-09-18,0.0444
2012-09-17,0.0590
2012-09-16,0.0573
2012-09-15,0.0573
2012-09-14,0.0573
2012-09-13,0.0383
2012-09-12,0.0707
2012-09-11,0.0657
2012-09-10,0.0702
2012-09-09,0.0552
2012-09-08,0.0552
2012-09-07,0.0552
2012-09-06,0.0468
2012-09-05,0.0540
2012-09-04,0.0674
2012-09-03,0.0530
2012-09-02,0.0890
2012-09-01,0.0890
2012-08-31,0.0890
2012-08-30,0.0542
2012-08-29,0.0449
2012-08-28,0.0360
2012-08-27,0.0690
2012-08-26,0.0934
2012-08-25,0.0934
2012-08-24,0.0934
2012-08-23,0.0993
2012-08-22,0.0597
2012-08-21,0.0839
2012-08-20,0.0628
2012-08-19,0.0628
2012-08-18,0.0628
2012-08-17,0.0628
2012-08-16,0.1062
2012-08-15,0.1453
2012-08-14,0.0854
2012-08-13,0.0817
2012-08-12,0.0667
2012-08-11,0.0667
2012-08-10,0.0667
2012-08-09,0.0892
2012-08-08,0.0892
2012-08-07,0.0524
2012-08-06,0.0526
2012-08-05,0.0448
2012-08-04,0.0448
2012-08-03,0.0448
2012-08-02,0.0384
2012-08-01,0.0852
2012-07-31,0.1474
2012-07-30,0.1419
2012-07-29,0.1271
2012-07-28,0.1271
2012-07-27,0.1271
2012-07-26,0.0837
2012-07-25,0.0878
2012-07-24,0.1025
2012-07-23,0.0490
2012-07-22,0.0575
2012-07-21,0.0575
2012-07-20,0.0575
2012-07-19,0.0670
2012-07-18,0.0336
2012-07-17,0.0402
2012-07-16,0.0278
2012-07-15,0.0366
2012-07-14,0.0366
2012-07-13,0.0366
2012-07-12,0.0229
2012-07-11,0.0406
2012-07-10,0.0285
2012-07-09,0.0218
2012-07-08,0.0497
2012-07-07,0.0497
2012-07-06,0.0497
2012-07-05,0.0178
2012-07-04,0.0259
2012-07-03,0.0194
2012-07-02,0.0292
2012-07-01,0.0517
2012-06-30,0.0517
2012-06-29,0.0517
2012-06-28,0.0317
2012-06-27,0.0420
2012-06-26,0.0278
2012-06-25,0.0371
2012-06-24,0.0552
2012-06-23,0.0552
2012-06-22,0.0552
2012-06-21,0.0570
2012-06-20,0.0969
2012-06-19,0.0767
2012-06-18,0.0353
2012-06-17,0.0595
2012-06-16,0.0595
2012-06-15,0.0595
2012-06-14,0.0549
2012-06-13,0.0686
2012-06-12,0.0386
2012-06-11,0.0470
2012-06-10,0.0645
2012-06-09,0.0645
2012-06-08,0.0645
2012-06-07,0.0556
2012-06-06,0.0705
2012-06-05,0.0568
2012-06-04,0.0278
2012-06-03,0.0319
2012-06-02,0.0319
2012-06-01,0.0319
2012-05-31,0.0482
2012-05-30,0.0444
2012-05-29,0.0504
2012-05-28,0.0370
2012-05-27,0.0465
2012-05-26,0.0465
2012-05-25,0.0465
2012-05-24,0.0385
2012-05-23,0.0342
2012-05-22,0.0375
2012-05-21,0.0257
2012-05-20,0.0439
2012-05-19,0.0439
2012-05-18,0.0439
2012-05-17,0.0336
2012-05-16,0.0430
2012-05-15,0.0576
2012-05-14,0.0615
2012-05-13,0.0467
2012-05-12,0.0467
2012-05-11,0.0467
2012-05-10,0.0298
2012-05-09,0.0271
2012-05-08,0.0577
2012-05-07,0.1077
2012-05-06,0.1657
2012-05-05,0.1657
2012-05-04,0.1657
2012-05-03,0.0912
2012-05-02,0.0873
2012-05-01,0.0779
2012-04-30,0.0779
2012-04-29,0.0510
2012-04-28,0.0510
2012-04-27,0.0510
2012-04-26,0.0482
2012-04-25,0.0428
2012-04-24,0.0271
2012-04-23,0.0266
2012-04-22,0.0196
2012-04-21,0.0196
2012-04-20,0.0196
2012-04-19,0.0258
2012-04-18,0.0330
2012-04-17,0.0227
2012-04-16,0.0240
2012-04-15,0.0292
2012-04-14,0.0292
2012-04-13,0.0292
2012-04-12,0.0248
2012-04-11,0.0235
2012-04-10,0.0183
2012-04-09,0.0308
2012-04-08,0.0206
2012-04-07,0.0206
2012-04-06,0.0206
2012-04-05,0.0206
2012-04-04,0.0301
2012-04-03,0.0200
2012-04-02,0.0386
2012-04-01,0.0367
2012-03-31,0.0367
2012-03-30,0.0367
2012-03-29,0.0426
2012-03-28,0.0603
2012-03-27,0.0317
2012-03-26,0.0253
2012-03-25,0.0216
2012-03-24,0.0216
2012-03-23,0.0216
2012-03-22,0.0263
2012-03-21,0.0427
2012-03-20,0.0564
2012-03-19,0.0935
2012-03-18,0.0646
2012-03-17,0.0646
2012-03-16,0.0646
2012-03-15,0.0476
2012-03-14,0.0374
2012-03-13,0.0349
2012-03-12,0.0273
2012-03-11,0.0314
2012-03-10,0.0314
2012-03-09,0.0314
2012-03-08,0.0338
2012-03-07,0.0375
2012-03-06,0.0313
2012-03-05,0.0609
2012-03-04,0.0580
2012-03-03,0.0580
2012-03-02,0.0580
2012-03-01,0.0520
2012-02-29,0.0517
2012-02-28,0.0368
2012-02-27,0.0234
2012-02-26,0.0232
2012-02-25,0.0232
2012-02-24,0.0232
2012-02-23,0.0251
2012-02-22,0.0238
2012-02-21,0.0310
2012-02-20,0.0170
2012-02-19,0.0216
2012-02-18,0.0216
2012-02-17,0.0216
2012-02-16,0.0444
2012-02-15,0.0407
2012-02-14,0.0465
2012-02-13,0.0228
2012-02-12,0.0381
2012-02-11,0.0381
2012-02-10,0.0381
2012-02-09,0.0294
2012-02-08,0.0413
2012-02-07,0.0252
2012-02-06,0.0306
2012-02-05,0.0260
2012-02-04,0.0260
2012-02-03,0.0260
2012-02-02,0.0913
2012-02-01,0.0864
2012-01-31,0.0937
2012-01-30,0.0945
2012-01-29,0.0653
2012-01-28,0.0653
2012-01-27,0.0653
2012-01-26,0.1212
2012-01-25,0.1191
2012-01-24,0.1179
2012-01-23,0.1179
2012-01-22,0.1179
2012-01-21,0.1179
2012-01-20,0.1179
2012-01-19,0.0610
2012-01-18,0.0378
2012-01-17,0.0405
2012-01-16,0.0301
2012-01-15,0.0309
2012-01-14,0.0309
2012-01-13,0.0309
2012-01-12,0.0226
2012-01-11,0.0310
2012-01-10,0.0382
2012-01-09,0.0443
2012-01-08,0.0931
2012-01-07,0.0931
2012-01-06,0.0931
2012-01-05,0.0705
2012-01-04,0.0362
2012-01-03,0.0275
2012-01-02,0.1011
2012-01-01,0.1011
2011-12-31,0.1011
2011-12-30,0.1011
2011-12-29,0.0480
2011-12-28,0.0345
2011-12-27,0.0523
2011-12-26,0.0341
2011-12-25,0.0341
2011-12-24,0.0341
2011-12-23,0.0341
2011-12-22,0.0407
2011-12-21,0.0319
2011-12-20,0.0367
2011-12-19,0.0291
2011-12-18,0.0377
2011-12-17,0.0377
2011-12-16,0.0377
2011-12-15,0.0716
2011-12-14,0.1281
2011-12-13,0.0617
2011-12-12,0.0588
2011-12-11,0.0792
2011-12-10,0.0792
2011-12-09,0.0792
2011-12-08,0.0444
2011-12-07,0.0499
2011-12-06,0.0311
2011-12-05,0.0272
2011-12-04,0.0222
2011-12-03,0.0222
2011-12-02,0.0222
2011-12-01,0.0268
2011-11-30,0.0424
2011-11-29,0.0726
2011-11-28,0.0452
2011-11-27,0.0586
2011-11-26,0.0586
2011-11-25,0.0586
2011-11-24,0.0379
2011-11-23,0.0828
2011-11-22,0.2282
2011-11-21,0.1846
2011-11-20,0.1046
2011-11-19,0.1046
2011-11-18,0.1046
2011-11-17,0.0571
2011-11-16,0.0361
2011-11-15,0.0232
2011-11-14,0.0227
2011-11-13,0.0396
2011-11-12,0.0396
2011-11-11,0.0396
2011-11-10,0.0431
2011-11-09,0.0265
2011-11-08,0.0328
2011-11-07,0.0205
2011-11-06,0.0205
2011-11-05,0.0205
2011-11-04,0.0205
2011-11-03,0.0468
2011-11-02,0.1044
2011-11-01,0.0867
2011-10-31,0.0844
2011-10-30,0.0495
2011-10-29,0.0495
2011-10-28,0.0495
2011-10-27,0.0547
2011-10-26,0.0602
2011-10-25,0.0602
2011-10-24,0.0535
2011-10-23,0.0611
2011-10-22,0.0611
2011-10-21,0.0611
2011-10-20,0.0664
2011-10-19,0.0741
2011-10-18,0.0602
2011-10-17,0.0941
2011-10-16,0.0448
2011-10-15,0.0448
2011-10-14,0.0448
2011-10-13,0.0300
2011-10-12,0.0285
2011-10-11,0.0287
2011-10-10,0.0227
2011-10-09,0.0221
2011-10-08,0.0221
2011-10-07,0.0221
2011-10-06,0.0288
2011-10-05,0.0477
2011-10-04,0.0483
2011-10-03,0.0736
2011-10-02,0.0476
2011-10-01,0.0476
2011-09-30,0.0476
2011-09-29,0.0204
2011-09-28,0.0308
2011-09-27,0.0692
2011-09-26,0.0731
2011-09-25,0.0848
2011-09-24,0.0848
2011-09-23,0.0848
2011-09-22,0.0596
2011-09-21,0.0527
2011-09-20,0.0690
2011-09-19,0.0373
2011-09-18,0.0614
2011-09-17,0.0614
2011-09-16,0.0614
2011-09-15,0.0772
2011-09-14,0.0613
2011-09-13,0.0561
2011-09-12,0.0697
2011-09-11,0.0547
2011-09-10,0.0547
2011-09-09,0.0547
2011-09-08,0.0501
2011-09-07,0.0399
2011-09-06,0.0363
2011-09-05,0.0294
2011-09-04,0.0422
2011-09-03,0.0422
2011-09-02,0.0422
2011-09-01,0.0304
2011-08-31,0.0559
2011-08-30,0.0262
2011-08-29,0.0262
2011-08-28,0.0433
2011-08-27,0.0433
2011-08-26,0.0433
2011-08-25,0.0367
2011-08-24,0.0790
2011-08-23,0.1017
2011-08-22,0.1090
2011-08-21,0.0694
2011-08-20,0.0694
2011-08-19,0.0694
2011-08-18,0.1000
2011-08-17,0.0811
2011-08-16,0.0375
2011-08-15,0.0215
2011-08-14,0.0186
2011-08-13,0.0186
2011-08-12,0.0186
2011-08-11,0.0054
2011-08-10,0.0310
2011-08-09,0.0588
2011-08-08,0.0588
2011-08-07,0.0391
2011-08-06,0.0391
2011-08-05,0.0391
2011-08-04,0.0430
2011-08-03,0.0723
2011-08-02,0.0319
2011-08-01,0.0324
2011-07-31,0.0207
2011-07-30,0.0207
2011-07-29,0.0207
2011-07-28,0.0123
2011-07-27,0.0244
2011-07-26,0.0308
2011-07-25,0.0234
2011-07-24,0.0402
2011-07-23,0.0402
2011-07-22,0.0402
2011-07-21,0.0525
2011-07-20,0.0318
2011-07-19,0.0471
2011-07-18,0.0557
2011-07-17,0.0554
2011-07-16,0.0554
2011-07-15,0.0554
2011-07-14,0.0471
2011-07-13,0.0394
2011-07-12,0.0249
2011-07-11,0.0385
2011-07-10,0.0332
2011-07-09,0.0332
2011-07-08,0.0332
2011-07-07,0.0544
2011-07-06,0.0575
2011-07-05,0.0332
2011-07-04,0.0296
2011-07-03,0.0405
2011-07-02,0.0405
2011-07-01,0.0405
2011-06-30,0.0728
2011-06-29,0.0437
2011-06-28,0.0843
2011-06-27,0.0419
2011-06-26,0.0409
2011-06-25,0.0409
2011-06-24,0.0409
2011-06-23,0.0313
2011-06-22,0.0360
2011-06-21,0.0443
2011-06-20,0.0781
2011-06-19,0.0672
2011-06-18,0.0672
2011-06-17,0.0672
2011-06-16,0.0535
2011-06-15,0.0351
2011-06-14,0.0374
2011-06-13,0.0268
2011-06-12,0.0209
2011-06-11,0.0209
2011-06-10,0.0209
2011-06-09,0.0286
2011-06-08,0.0357
2011-06-07,0.0212
2011-06-06,0.0609
2011-06-05,0.0636
2011-06-04,0.0636
2011-06-03,0.0636
2011-06-02,0.0618
2011-06-01,0.0678
2011-05-31,0.0884
2011-05-30,0.0816
2011-05-29,0.0934
2011-05-28,0.0934
2011-05-27,0.0934
2011-05-26,0.1290
2011-05-25,0.1147
2011-05-24,0.0490
2011-05-23,0.0295
2011-05-22,0.0313
2011-05-21,0.0313
2011-05-20,0.0313
2011-05-19,0.0321
2011-05-18,0.0444
2011-05-17,0.0415
2011-05-16,0.0415
2011-05-15,0.0825
2011-05-14,0.0825
2011-05-13,0.0825
2011-05-12,0.0511
2011-05-11,0.1049
2011-05-10,0.1037
2011-05-09,0.0499
2011-05-08,0.0322
2011-05-07,0.0322
2011-05-06,0.0322
2011-05-05,0.0246
2011-05-04,0.0550
2011-05-03,0.0814
2011-05-02,0.1239
2011-05-01,0.1239
2011-04-30,0.1239
2011-04-29,0.1239
2011-04-28,0.1251
2011-04-27,0.1873
2011-04-26,0.1360
2011-04-25,0.0745
2011-04-24,0.0824
2011-04-23,0.0824
2011-04-22,0.0824
2011-04-21,0.0824
2011-04-20,0.1159
2011-04-19,0.0745
2011-04-18,0.0276
2011-04-17,0.0225
2011-04-16,0.0225
2011-04-15,0.0225
2011-04-14,0.0142
2011-04-13,0.0156
2011-04-12,0.0181
2011-04-11,0.0180
2011-04-10,0.0190
2011-04-09,0.0190
2011-04-08,0.0190
2011-04-07,0.0285
2011-04-06,0.0208
2011-04-05,0.0397
2011-04-04,0.0960
2011-04-03,0.1363
2011-04-02,0.1363
2011-04-01,0.1363
2011-03-31,0.1574
2011-03-30,0.0961
2011-03-29,0.0564
2011-03-28,0.0429
2011-03-27,0.0247
2011-03-26,0.0247
2011-03-25,0.0247
2011-03-24,0.0216
2011-03-23,0.0121
2011-03-22,0.0143
2011-03-21,0.0153
2011-03-20,0.0159
2011-03-19,0.0159
2011-03-18,0.0159
2011-03-17,0.0154
2011-03-16,0.0110
2011-03-15,0.0120
2011-03-14,0.0158
2011-03-13,0.0197
2011-03-12,0.0197
2011-03-11,0.0197
2011-03-10,0.0164
2011-03-09,0.0171
2011-03-08,0.0219
2011-03-07,0.0225
2011-03-06,0.0230
2011-03-05,0.0230
2011-03-04,0.0230
2011-03-03,0.0211
2011-03-02,0.0293
2011-03-01,0.0568
2011-02-28,0.0707
2011-02-27,0.0816
2011-02-26,0.0816
2011-02-25,0.0816
2011-02-24,0.0494
2011-02-23,0.0291
2011-02-22,0.0553
2011-02-21,0.0540
2011-02-20,0.0495
2011-02-19,0.0495
2011-02-18,0.0495
2011-02-17,0.0400
2011-02-16,0.0430
2011-02-15,0.0468
2011-02-14,0.0270
2011-02-13,0.0265
2011-02-12,0.0265
2011-02-11,0.0265
2011-02-10,0.0237
2011-02-09,0.0246
2011-02-08,0.0509
2011-02-07,0.0685
2011-02-06,0.2194
2011-02-05,0.2194
2011-02-04,0.2194
2011-02-03,0.2194
2011-02-02,0.2194
2011-02-01,0.1825
2011-01-31,0.2185
2011-01-30,0.1396
2011-01-29,0.1396
2011-01-28,0.1396
2011-01-27,0.0991
2011-01-26,0.0519
2011-01-25,0.0313
2011-01-24,0.0407
2011-01-23,0.0446
2011-01-22,0.0446
2011-01-21,0.0446
2011-01-20,0.0421
2011-01-19,0.0238
2011-01-18,0.0367
2011-01-17,0.0303
2011-01-16,0.0365
2011-01-15,0.0365
2011-01-14,0.0365
2011-01-13,0.0380
2011-01-12,0.0251
2011-01-11,0.0451
2011-01-10,0.0741
2011-01-09,0.0709
2011-01-08,0.0709
2011-01-07,0.0709
2011-01-06,0.0746
2011-01-05,0.0778
2011-01-04,0.0850
2011-01-03,0.1319
2011-01-02,0.1181
2011-01-01,0.1181
2010-12-31,0.1181
2010-12-30,0.0728
2010-12-29,0.0483
2010-12-28,0.0774
2010-12-27,0.0811
2010-12-26,0.0633
2010-12-25,0.0633
2010-12-24,0.0633
2010-12-23,0.0415
2010-12-22,0.0407
2010-12-21,0.0439
2010-12-20,0.0497
2010-12-19,0.0392
2010-12-18,0.0392
2010-12-17,0.0392
2010-12-16,0.0638
2010-12-15,0.0501
2010-12-14,0.0698
2010-12-13,0.0734
2010-12-12,0.0985
2010-12-11,0.0985
2010-12-10,0.0985
2010-12-09,0.0731
2010-12-08,0.0650
2010-12-07,0.0612
2010-12-06,0.0608
2010-12-05,0.0649
2010-12-04,0.0649
2010-12-03,0.0649
2010-12-02,0.0676
2010-12-01,0.0588
2010-11-30,0.1530
2010-11-29,0.2091
2010-11-28,0.1507
2010-11-27,0.1507
2010-11-26,0.1507
2010-11-25,0.1237
2010-11-24,0.0769
2010-11-23,0.0827
2010-11-22,0.0643
2010-11-21,0.0573
2010-11-20,0.0573
2010-11-19,0.0573
2010-11-18,0.0663
2010-11-17,0.0624
2010-11-16,0.0624
2010-11-15,0.0882
2010-11-14,0.0721
2010-11-13,0.0721
2010-11-12,0.0721
2010-11-11,0.0480
